satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,1603,1,0,2,2,3,2,3,3,5,2,5,4,5,3,0,5
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2198,1,0,2,3,2,2,2,2,4,2,4,5,5,2,25,20
dissatisfied,Male,disloyal Customer,25,Business travel,Business,2127,1,0,2,3,3,2,3,3,3,5,5,3,5,3,26,7
dissatisfied,Female,disloyal Customer,25,Business travel,Business,1382,1,0,2,3,2,2,2,2,5,4,5,5,4,2,0,0
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,1557,1,0,2,3,4,2,4,4,5,4,2,2,4,4,2,9
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2066,1,0,2,3,3,2,3,3,3,2,4,3,4,3,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2121,1,0,2,3,2,2,2,2,5,2,3,3,4,2,0,9
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2065,1,0,2,3,2,5,5,3,4,4,5,5,4,5,131,138
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1334,1,0,2,3,3,2,2,3,4,1,4,2,5,3,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1732,1,0,2,3,3,2,3,3,4,3,4,5,4,3,0,4
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1780,1,0,2,3,5,2,5,5,1,4,3,2,5,5,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1581,1,0,2,3,4,2,2,4,4,4,3,3,3,4,0,8
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,1526,1,0,2,4,1,2,5,1,3,3,2,2,3,1,4,5
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1364,1,0,2,4,4,2,4,4,2,1,1,3,5,4,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1432,1,0,2,4,4,2,3,4,4,3,5,4,4,4,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Eco,1763,1,0,2,4,1,2,1,1,1,1,3,1,4,1,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1923,1,0,2,5,4,2,4,4,2,2,5,2,4,4,0,1
dissatisfied,Female,disloyal Customer,39,Business travel,Eco,1391,1,0,2,5,4,2,4,4,3,1,2,2,1,4,4,0
dissatisfied,Female,disloyal Customer,45,Business travel,Eco,1401,1,0,2,5,4,2,4,4,2,3,5,2,2,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1732,1,1,0,2,3,0,3,3,2,4,2,3,1,3,3,49
dissatisfied,Female,disloyal Customer,22,Business travel,Eco Plus,2596,1,1,0,2,4,0,4,4,2,2,2,2,3,4,0,6
dissatisfied,Male,disloyal Customer,41,Business travel,Eco,1184,1,1,0,2,4,0,4,4,4,5,3,2,3,4,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1455,1,1,0,3,1,0,1,1,1,4,2,1,3,1,5,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2098,1,1,0,3,3,0,3,3,3,3,3,4,2,3,18,8
dissatisfied,Female,disloyal Customer,62,Business travel,Eco,1494,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco Plus,1764,1,1,0,3,4,0,3,4,4,5,4,1,4,4,6,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco Plus,2009,1,1,0,3,4,0,4,4,2,5,3,4,3,4,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1627,1,1,0,3,5,0,5,5,2,2,3,2,4,5,34,34
dissatisfied,Female,disloyal Customer,33,Business travel,Eco,1603,1,1,0,3,4,0,5,4,1,1,3,1,4,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1642,1,1,0,3,2,0,2,2,3,5,3,3,3,2,20,9
dissatisfied,Female,disloyal Customer,72,Business travel,Eco,1718,1,1,0,3,0,3,3,3,3,4,4,3,3,3,350,399
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1553,1,1,0,4,2,0,2,2,4,2,3,3,3,2,4,4
dissatisfied,Female,disloyal Customer,45,Business travel,Eco,1859,1,1,0,4,5,0,5,5,2,2,4,1,3,5,48,51
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,1216,1,1,0,4,4,0,4,4,3,1,3,2,3,4,40,40
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,1406,1,1,0,4,3,0,5,3,4,5,3,4,3,3,0,0
dissatisfied,Female,disloyal Customer,55,Business travel,Eco,1229,1,1,0,4,2,0,2,2,1,1,4,2,4,2,37,28
dissatisfied,Female,disloyal Customer,80,Business travel,Business,653,1,1,1,1,2,5,2,1,1,1,1,5,1,1,0,7
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,4767,1,1,1,1,1,2,2,2,5,4,5,2,2,2,0,0
dissatisfied,Male,disloyal Customer,77,Business travel,Business,439,1,1,1,1,4,4,4,3,3,1,3,4,3,4,0,0
dissatisfied,Female,disloyal Customer,72,Business travel,Business,1066,1,1,1,1,1,1,1,1,5,4,4,5,4,1,12,15
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,3888,1,1,1,1,1,2,2,4,4,4,5,2,3,2,43,57
dissatisfied,Female,disloyal Customer,35,Business travel,Eco,4288,1,1,1,1,3,1,3,3,3,3,3,4,4,3,0,0
dissatisfied,Female,disloyal Customer,62,Business travel,Eco Plus,2863,1,1,1,1,3,1,3,3,3,4,5,1,4,3,0,5
dissatisfied,Female,disloyal Customer,62,Business travel,Business,1928,1,1,1,1,2,1,2,2,4,2,4,3,4,2,0,0
dissatisfied,Female,disloyal Customer,62,Business travel,Business,1561,1,1,1,1,1,1,4,1,5,3,4,5,5,1,0,0
dissatisfied,Male,disloyal Customer,62,Business travel,Business,1905,1,1,1,1,3,1,5,3,3,2,5,4,5,3,0,0
dissatisfied,Female,disloyal Customer,59,Business travel,Business,1487,1,1,1,1,2,1,2,2,3,2,5,4,4,2,11,12
dissatisfied,Male,disloyal Customer,59,Business travel,Business,1862,1,1,1,1,2,1,4,2,4,2,5,5,4,2,22,17
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2662,1,1,1,1,1,4,4,2,4,3,4,4,4,4,0,13
dissatisfied,Male,disloyal Customer,57,Business travel,Business,1726,1,1,1,1,3,1,3,3,5,3,4,4,5,3,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1588,1,1,1,1,5,1,5,5,2,3,1,3,1,5,2,10
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,3428,1,1,1,1,1,5,5,4,2,3,4,5,2,5,3,0
dissatisfied,Female,disloyal Customer,51,Business travel,Business,1596,1,1,1,1,3,1,3,3,3,5,4,5,5,3,3,0
dissatisfied,Male,disloyal Customer,50,Business travel,Eco,2369,1,1,1,1,5,1,5,5,5,4,3,3,3,5,43,44
dissatisfied,Female,disloyal Customer,51,Business travel,Business,2018,1,1,1,1,3,1,3,3,4,2,4,3,5,3,39,30
dissatisfied,Female,disloyal Customer,51,Business travel,Business,2052,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2890,1,1,1,1,4,1,4,4,5,5,5,3,4,4,4,0
dissatisfied,Female,disloyal Customer,50,Business travel,Business,2245,1,1,1,1,4,1,4,4,3,3,5,5,4,4,0,0
dissatisfied,Female,disloyal Customer,50,Business travel,Eco Plus,1983,1,1,1,1,4,1,4,4,5,5,3,3,5,4,48,55
dissatisfied,Male,disloyal Customer,50,Business travel,Business,1538,1,1,1,1,5,1,5,5,3,2,4,5,4,5,0,13
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,3463,1,1,1,1,5,1,5,5,1,5,4,2,4,5,1,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2205,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Business,4191,1,1,1,1,1,5,5,4,5,4,4,5,3,5,294,284
dissatisfied,Female,disloyal Customer,33,Business travel,Eco,2587,1,1,1,1,2,1,2,2,4,1,3,3,1,2,95,104
dissatisfied,Female,disloyal Customer,48,Business travel,Business,2714,1,1,1,1,5,1,5,5,3,4,4,4,4,5,0,0
dissatisfied,Male,disloyal Customer,48,Business travel,Business,2151,1,1,1,1,2,1,3,2,5,5,4,4,4,2,0,0
dissatisfied,Male,disloyal Customer,48,Business travel,Business,995,1,1,1,1,5,1,5,5,4,2,4,3,4,5,0,5
dissatisfied,Male,disloyal Customer,48,Business travel,Business,1737,1,1,1,1,3,1,3,3,5,4,5,5,4,3,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2615,1,1,1,1,1,1,1,1,3,5,3,3,5,1,0,0
dissatisfied,Male,disloyal Customer,45,Business travel,Business,2306,1,1,1,1,1,1,1,1,1,5,2,1,1,1,0,0
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1703,1,1,1,1,5,1,5,5,3,4,5,3,5,5,5,15
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1995,1,1,1,1,4,1,2,4,3,5,4,3,4,4,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2459,1,1,1,1,5,1,5,5,3,4,3,4,5,5,21,31
dissatisfied,Male,disloyal Customer,16,Business travel,Eco,2775,1,1,1,1,3,1,2,3,4,3,5,4,5,3,0,0
dissatisfied,Female,disloyal Customer,35,Business travel,Eco,2563,1,1,1,1,3,1,3,3,1,5,1,3,2,3,0,0
dissatisfied,Male,disloyal Customer,44,Business travel,Business,1247,1,1,1,1,5,1,5,5,5,5,4,4,5,5,0,0
dissatisfied,Male,disloyal Customer,43,Business travel,Business,3447,1,1,1,1,2,1,2,2,4,5,3,4,4,2,8,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,2762,1,1,1,1,4,1,4,4,2,1,2,4,4,4,66,57
dissatisfied,Female,disloyal Customer,46,Business travel,Eco,2800,1,1,1,1,5,1,5,5,4,4,1,1,2,5,0,7
dissatisfied,Male,disloyal Customer,43,Business travel,Business,1720,1,1,1,1,1,1,1,1,3,4,5,5,5,1,5,17
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2637,1,1,1,1,5,1,1,5,5,4,4,3,4,5,0,0
dissatisfied,Female,disloyal Customer,15,Business travel,Eco,2747,1,1,1,1,2,1,2,2,3,5,4,3,5,2,0,0
dissatisfied,Female,disloyal Customer,42,Business travel,Business,2378,1,1,1,1,2,1,2,2,5,5,4,5,5,2,3,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2590,1,1,1,1,3,1,3,3,5,5,4,5,5,3,10,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2846,1,1,1,1,5,1,4,5,5,3,3,2,4,5,40,34
dissatisfied,Female,disloyal Customer,42,Business travel,Eco Plus,1417,1,1,1,1,3,1,3,3,5,5,1,5,4,3,32,21
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2830,1,1,1,1,5,1,5,5,4,4,4,3,5,5,0,0
dissatisfied,Male,disloyal Customer,42,Business travel,Business,1296,1,1,1,1,1,1,1,1,5,2,4,3,5,1,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,3175,1,1,1,1,2,1,2,2,3,2,4,3,4,2,5,19
dissatisfied,Female,disloyal Customer,41,Business travel,Business,1413,1,1,1,1,5,1,5,5,3,5,5,5,4,5,14,0
dissatisfied,Female,disloyal Customer,41,Business travel,Business,1325,1,1,1,1,3,1,3,3,2,5,3,1,5,3,12,23
dissatisfied,Female,disloyal Customer,41,Business travel,Business,1340,1,1,1,1,5,3,5,5,3,5,1,5,5,5,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2243,1,1,1,1,1,1,1,1,4,3,5,5,5,1,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2318,1,1,1,1,5,1,5,5,5,4,5,5,5,5,19,12
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1825,1,1,1,1,3,1,3,3,2,2,1,4,1,3,11,5
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1678,1,1,1,1,5,1,5,5,3,2,2,1,5,5,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1247,1,1,1,1,3,1,4,3,2,2,4,1,2,3,0,0
dissatisfied,Male,disloyal Customer,34,Business travel,Eco,2771,1,1,1,1,5,1,5,5,1,5,1,2,3,5,53,67
dissatisfied,Male,disloyal Customer,10,Business travel,Eco,2548,1,1,1,1,3,1,3,3,4,3,3,3,4,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,4019,1,1,1,1,1,3,3,3,1,5,2,3,4,3,2,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,3540,1,1,1,1,4,1,4,4,4,4,3,4,5,4,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,3247,1,1,1,1,1,1,1,1,5,5,5,3,5,1,19,13
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2630,1,1,1,1,3,1,3,3,1,3,3,5,3,3,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2050,1,1,1,1,2,1,2,2,5,5,4,5,5,2,16,12
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1690,1,1,1,1,5,1,5,5,4,3,2,2,2,5,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1527,1,1,1,1,2,1,2,2,3,2,5,5,5,2,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1845,1,1,1,1,4,1,4,4,1,4,4,4,5,4,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2319,1,1,1,1,1,1,1,4,5,1,1,1,1,1,182,194
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1291,1,1,1,1,2,1,2,2,4,4,5,5,4,2,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2477,1,1,1,1,5,1,5,5,5,3,4,5,4,5,0,4
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1728,1,1,1,1,1,1,4,1,3,5,5,3,5,1,30,15
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1686,1,1,1,1,4,1,2,4,4,3,4,3,5,4,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1991,1,1,1,1,4,1,4,4,5,2,5,3,4,4,7,4
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2048,1,1,1,1,3,1,3,3,3,3,5,3,4,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1651,1,1,1,1,1,1,1,1,5,4,4,4,5,1,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1310,1,1,1,1,2,1,2,2,5,2,2,1,2,2,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2977,1,1,1,1,3,1,3,3,3,5,5,2,3,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1352,1,1,1,1,2,1,2,2,4,3,5,4,5,2,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Business,3065,1,1,1,1,1,1,1,1,4,4,4,4,4,1,5,15
dissatisfied,Female,disloyal Customer,38,Business travel,Business,2051,1,1,1,1,2,1,1,2,4,2,5,5,4,2,8,0
dissatisfied,Female,disloyal Customer,38,Business travel,Business,2113,1,1,1,1,4,1,4,4,5,4,5,5,5,4,0,0
dissatisfied,Female,disloyal Customer,38,Business travel,Business,2046,1,1,1,1,3,1,3,3,3,2,4,4,4,3,0,0
dissatisfied,Female,disloyal Customer,38,Business travel,Business,1297,1,1,1,1,4,1,4,4,3,2,4,4,4,4,0,0
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,2109,1,1,1,1,5,1,5,5,1,3,4,2,1,5,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Business,2036,1,1,1,1,1,1,1,1,4,4,5,3,4,1,0,0
dissatisfied,Female,disloyal Customer,18,Business travel,Eco,2198,1,1,1,1,1,2,2,5,5,3,5,2,2,2,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2307,1,1,1,1,4,1,4,4,4,1,2,2,1,4,0,0
dissatisfied,Female,disloyal Customer,13,Business travel,Eco,2337,1,1,1,1,5,1,5,5,4,3,5,4,5,5,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Business,1764,1,1,1,1,4,1,4,4,4,4,5,3,4,4,0,6
dissatisfied,Male,disloyal Customer,38,Business travel,Business,1412,1,1,1,1,4,1,3,4,1,4,2,3,5,4,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,3021,1,1,1,1,5,1,5,5,3,4,4,3,4,5,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Business,3179,1,1,1,1,3,1,3,3,5,3,3,4,5,3,23,5
dissatisfied,Male,disloyal Customer,37,Business travel,Business,2427,1,1,1,1,5,1,5,5,4,2,5,3,4,5,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,2702,1,1,1,1,1,1,1,1,5,3,5,4,4,1,2,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1611,1,1,1,1,4,1,4,4,3,5,4,5,4,4,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1644,1,1,1,1,2,1,2,2,4,5,5,4,5,2,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1199,1,1,1,1,1,1,1,1,4,4,5,3,4,1,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Business,2003,1,1,1,1,5,1,5,5,4,4,5,4,4,5,0,10
dissatisfied,Male,disloyal Customer,31,Business travel,Eco,2613,1,1,1,1,4,1,4,4,5,5,2,5,1,4,6,0
dissatisfied,Male,disloyal Customer,37,Business travel,Business,1589,1,1,1,1,2,1,2,2,2,1,4,5,1,2,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Business,854,1,1,1,1,5,1,1,5,3,4,4,4,4,5,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2325,1,1,1,1,2,1,2,2,5,4,5,4,4,2,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,3289,1,1,1,1,5,1,5,5,4,5,3,5,5,5,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,2515,1,1,1,1,1,3,3,5,5,4,4,3,5,3,178,183
dissatisfied,Female,disloyal Customer,36,Business travel,Eco Plus,2253,1,1,1,1,1,1,1,1,3,1,3,4,4,1,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,1589,1,1,1,1,3,1,3,3,5,5,4,3,4,3,4,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,1759,1,1,1,1,4,1,4,4,4,4,5,5,4,4,42,40
dissatisfied,Female,disloyal Customer,36,Business travel,Eco Plus,1923,1,1,1,1,4,1,4,4,4,4,4,4,4,4,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Business,2181,1,1,1,1,1,1,1,1,5,5,5,3,4,1,1,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2089,1,1,1,1,5,1,5,5,5,5,4,4,4,5,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2157,1,1,1,1,2,1,2,2,3,4,5,5,5,2,14,1
dissatisfied,Male,disloyal Customer,36,Business travel,Business,2035,1,1,1,1,5,1,5,5,3,2,5,3,4,5,22,18
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1996,1,1,1,1,2,1,2,2,4,3,5,3,5,2,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Business,2280,1,1,1,1,1,1,5,5,4,5,5,5,4,5,170,159
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,2759,1,1,1,1,5,1,5,5,5,1,5,1,1,5,0,9
dissatisfied,Male,disloyal Customer,36,Business travel,Business,1584,1,1,1,1,2,1,2,2,3,4,5,5,4,2,0,0
dissatisfied,Female,disloyal Customer,45,Business travel,Eco,1999,1,1,1,1,5,1,5,5,1,3,5,2,5,5,0,0
dissatisfied,Male,disloyal Customer,35,Business travel,Business,2982,1,1,1,1,2,1,2,2,4,4,5,3,4,2,12,14
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,2440,1,1,1,1,3,1,3,3,3,2,1,4,3,3,0,0
dissatisfied,Female,disloyal Customer,35,Business travel,Business,3867,1,1,1,1,1,1,2,4,4,3,4,2,3,2,14,0
dissatisfied,Female,disloyal Customer,35,Business travel,Business,3171,1,1,1,1,1,1,1,1,5,4,3,5,5,1,0,4
dissatisfied,Female,disloyal Customer,49,Business travel,Eco,2930,1,1,1,1,1,1,1,1,2,2,1,3,5,1,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2654,1,1,1,1,2,1,2,2,3,5,5,4,5,2,18,13
dissatisfied,Male,disloyal Customer,49,Business travel,Eco,2065,1,1,1,1,5,1,5,5,5,5,4,5,1,5,5,4
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1961,1,1,1,1,4,1,1,4,4,2,5,3,5,4,37,49
dissatisfied,Male,disloyal Customer,35,Business travel,Business,1350,1,1,1,1,2,1,2,2,3,5,4,3,5,2,77,84
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2757,1,1,1,1,3,1,3,3,2,3,2,4,2,3,4,0
dissatisfied,Male,disloyal Customer,34,Business travel,Business,2112,1,1,1,1,2,1,2,2,5,5,5,5,5,2,39,22
dissatisfied,Female,disloyal Customer,34,Business travel,Business,3540,1,1,1,1,1,3,3,3,3,5,5,3,5,3,5,7
dissatisfied,Female,disloyal Customer,34,Business travel,Business,3164,1,1,1,1,4,1,4,4,4,5,3,4,5,4,84,64
dissatisfied,Female,disloyal Customer,34,Business travel,Business,2173,1,1,1,1,5,1,5,5,3,4,5,3,5,5,81,120
dissatisfied,Female,disloyal Customer,34,Business travel,Business,1646,1,1,1,1,2,1,2,2,3,3,5,5,4,2,0,0
dissatisfied,Female,disloyal Customer,34,Business travel,Business,1714,1,1,1,1,5,1,5,5,3,5,5,3,5,5,18,2
dissatisfied,Female,disloyal Customer,34,Business travel,Business,1210,1,1,1,1,2,1,2,2,3,2,5,4,4,2,13,3
dissatisfied,Male,disloyal Customer,34,Business travel,Business,2321,1,1,1,1,4,1,4,4,5,2,4,5,5,4,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2366,1,1,1,1,2,1,2,2,4,3,5,5,4,2,0,6
dissatisfied,Male,disloyal Customer,34,Business travel,Business,2002,1,1,1,1,5,1,3,5,5,3,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,33,Business travel,Business,4649,1,1,1,1,4,1,4,4,3,5,5,5,5,4,0,0
dissatisfied,Male,disloyal Customer,11,Business travel,Eco,2455,1,1,1,1,2,1,2,2,3,2,5,3,4,2,17,14
dissatisfied,Male,disloyal Customer,33,Business travel,Business,2007,1,1,1,1,4,1,4,4,4,2,5,3,5,4,0,1
dissatisfied,Female,disloyal Customer,33,Business travel,Business,1944,1,1,1,1,5,1,5,5,5,5,4,3,5,5,35,32
dissatisfied,Female,disloyal Customer,33,Business travel,Business,1636,1,1,1,1,2,1,2,2,5,2,5,4,4,2,10,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2431,1,1,1,1,2,1,2,2,5,4,4,3,5,2,0,0
dissatisfied,Female,disloyal Customer,33,Business travel,Business,1100,1,1,1,1,1,1,1,1,3,2,5,3,5,1,0,1
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2077,1,1,1,1,1,1,1,1,4,5,5,5,5,1,0,0
dissatisfied,Male,disloyal Customer,33,Business travel,Business,2204,1,1,1,1,3,1,3,3,3,2,4,3,5,3,40,30
dissatisfied,Male,disloyal Customer,33,Business travel,Business,1914,1,1,1,1,3,1,3,3,4,5,5,3,5,3,0,0
dissatisfied,Female,disloyal Customer,31,Business travel,Eco,2539,1,1,1,1,4,1,4,4,4,3,2,5,2,4,0,0
dissatisfied,Male,disloyal Customer,48,Business travel,Eco,2420,1,1,1,1,2,1,2,2,4,5,3,2,3,2,0,2
dissatisfied,Female,disloyal Customer,32,Business travel,Business,1805,1,1,1,1,2,1,2,2,3,2,5,3,4,2,13,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2162,1,1,1,1,5,1,5,5,2,3,3,3,2,5,0,0
dissatisfied,Female,disloyal Customer,32,Business travel,Business,1561,1,1,1,1,1,1,1,1,3,3,5,5,5,1,7,0
dissatisfied,Male,disloyal Customer,19,Business travel,Eco,2130,1,1,1,1,3,1,3,3,3,5,4,4,4,3,27,54
dissatisfied,Female,disloyal Customer,31,Business travel,Business,2893,1,1,1,1,1,1,1,1,5,3,3,3,5,1,0,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2273,1,1,1,1,3,1,5,3,4,5,5,3,1,3,4,10
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1538,1,1,1,1,3,1,3,3,3,2,5,4,5,3,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Business,2915,1,1,1,1,4,1,4,4,4,3,4,3,5,4,3,6
dissatisfied,Male,disloyal Customer,30,Business travel,Business,3005,1,1,1,1,5,1,5,5,5,5,3,5,5,5,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Business,3524,1,1,1,1,2,1,2,2,4,4,3,4,4,2,14,8
dissatisfied,Female,disloyal Customer,30,Business travel,Business,3649,1,1,1,1,1,1,1,1,4,2,4,3,4,1,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Business,1978,1,1,1,1,2,1,5,2,4,4,4,5,5,2,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2336,1,1,1,1,1,1,1,1,5,4,2,3,1,1,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2045,1,1,1,1,2,1,2,2,2,2,2,3,1,2,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,2505,1,1,1,1,1,3,3,1,5,3,1,3,5,3,146,135
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2365,1,1,1,1,1,1,2,1,4,3,2,1,3,1,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1873,1,1,1,1,1,1,1,1,4,5,5,4,2,1,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2300,1,1,1,1,2,1,2,2,4,1,5,5,3,2,0,0
dissatisfied,Female,disloyal Customer,46,Business travel,Eco,2250,1,1,1,1,2,1,2,2,2,2,2,4,1,2,69,62
dissatisfied,Male,disloyal Customer,29,Business travel,Business,2668,1,1,1,1,2,1,2,2,3,4,5,3,5,2,0,0
dissatisfied,Male,disloyal Customer,29,Business travel,Business,2259,1,1,1,1,3,1,3,3,4,2,4,5,4,3,0,0
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,1803,1,1,1,1,4,1,4,4,5,3,3,3,2,4,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1682,1,1,1,1,1,1,5,1,5,5,4,4,5,1,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1724,1,1,1,1,3,1,3,3,2,3,2,2,2,3,78,60
dissatisfied,Female,disloyal Customer,29,Business travel,Business,1881,1,1,1,1,1,1,1,1,5,4,4,4,4,1,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Business,2193,1,1,1,1,5,1,5,5,4,4,4,4,4,5,0,0
dissatisfied,Male,disloyal Customer,34,Business travel,Eco,1750,1,1,1,1,1,1,1,1,5,3,4,5,5,1,0,13
dissatisfied,Female,disloyal Customer,29,Business travel,Business,1445,1,1,1,1,3,1,3,3,4,2,4,4,4,3,5,9
